,id,Gender,Customer Type,Age,Price,NewUsed,Category,Product description accuracy,Manufacturer sustainability,Packaging quality,Additional options,Helpfulness of reviews and ratings,Integrity of packaging,Ease check-out procedure,Relevance of related products,Costumer insurance,Shipping delay in days,Arrival delay in days,Satisfaction
13719,927J233r,Female,Premium,51.0,80.66,New,Entertainment,5,5,1,1,3,3,3,4,1,0,0,Not Satisfied
13720,193J904v,Female,Premium,31.0,149.41,New,Technology,4,3,2,3,5,4,4,5,2,0,0,Not Satisfied
13721,583I319w,Female,Premium,66.0,32.03,New,Entertainment,4,4,4,4,5,4,4,4,4,0,0,Satisfied
13722,389J668o,Female,Premium,,99.41,New,Technology,5,2,5,4,3,4,3,4,5,0,0,Not Satisfied
13723,731G956t,Male,Premium,19.0,31.35,New,Technology,5,4,4,3,3,5,3,4,4,0,1,Not Satisfied
13724,108E855h,Male,Premium,52.0,149.67,New,Sport,2,4,4,5,5,5,3,5,3,0,0,Satisfied
13725,646H713z,Male,Premium,46.0,139.21,New,Sport,1,1,4,5,5,5,5,5,2,0,0,Satisfied
13726,169E223k,Female,Premium,41.0,8.6,New,Entertainment,2,2,5,3,2,5,4,5,5,0,0,Satisfied
13727,911Z561q,Male,Premium,33.0,102.55,New,Entertainment,2,2,4,5,5,5,5,5,3,0,0,Satisfied
13728,266Y215j,Male,Premium,31.0,63.85,New,Home/Kitchen,1,1,3,3,4,3,4,4,3,1,0,Not Satisfied
13729,989O170r,Female,Not Premium,,104.39,New,Technology,2,3,4,2,4,4,1,3,4,1,1,Not Satisfied
13730,381E869j,Female,Premium,48.0,114.46,New,Technology,5,5,3,4,4,4,2,4,5,0,0,Satisfied
13731,799O745w,Male,Premium,,50.28,New,Entertainment,3,4,4,2,4,3,3,2,4,0,0,Not Satisfied
13732,713P716g,Male,Not Premium,34.0,21.68,New,Technology,4,4,3,5,5,3,5,2,3,0,0,Not Satisfied
13733,810F238i,Female,Premium,27.0,187.43,New,Home/Kitchen,3,3,2,3,4,4,4,4,2,1,0,Not Satisfied
13734,589D437j,Female,Premium,47.0,103.18,New,Technology,3,3,4,5,5,5,5,5,3,0,0,Satisfied
13735,408H245j,Female,Not Premium,36.0,29.17,New,Technology,4,3,2,4,1,3,4,3,2,0,0,Not Satisfied
13736,546O363m,Female,Premium,27.0,103.2,New,Entertainment,2,5,5,3,4,5,3,4,5,0,0,Satisfied
13737,997H623f,Male,Not Premium,28.0,142.04,New,Technology,5,5,4,4,2,5,5,4,4,0,0,Satisfied
13738,613U909r,Female,Premium,36.0,20.8,New,Technology,1,1,4,2,4,3,3,2,4,0,0,Satisfied
13739,242R471q,Male,Premium,44.0,344.43,New,Technology,1,1,1,5,5,5,4,5,3,0,0,Satisfied
13740,388F358c,Male,Premium,45.0,38.48,New,Other,3,3,4,4,4,4,5,4,5,0,0,Satisfied
13741,030F778s,Male,Premium,69.0,106.02,New,Technology,4,4,5,3,2,3,5,3,4,0,0,Not Satisfied
13742,765T492w,Male,Not Premium,51.0,88.74,New,Technology,4,3,4,4,2,2,5,3,4,0,0,Not Satisfied
13743,190W979b,Female,Premium,46.0,155.81,New,Entertainment,3,3,1,1,1,1,3,1,3,0,0,Not Satisfied
13744,739P507g,Female,Premium,41.0,115.96,New,Home/Kitchen,2,2,3,4,4,4,4,4,4,0,0,Satisfied
13745,514P351c,Female,Premium,,106.07,New,Home/Kitchen,3,4,4,2,4,3,4,4,4,0,0,Not Satisfied
13746,463V914z,Female,Premium,,25.66,New,Technology,5,3,5,5,4,4,3,5,5,0,0,Not Satisfied
13747,972U429p,Female,Premium,54.0,20.67,New,Technology,4,3,0,5,4,5,1,3,1,2,2,Not Satisfied
13748,717N375t,Male,Premium,40.0,52.02,New,Entertainment,4,4,4,4,2,1,1,5,4,0,0,Satisfied
13749,538L224m,Male,Premium,55.0,209.64,New,Home/Kitchen,5,5,3,3,3,3,4,3,3,0,0,Not Satisfied
13750,528I735q,Female,Not Premium,22.0,21.96,New,Sport,0,3,2,4,4,4,5,4,2,0,0,Satisfied
13751,624Z390b,Male,Premium,26.0,31.7,New,Technology,1,2,2,1,3,2,4,3,2,0,0,Not Satisfied
13752,328Z188i,Female,Premium,22.0,65.51,New,Sport,5,4,4,3,3,4,3,4,4,0,0,Not Satisfied
13753,312H493t,Female,Premium,35.0,36.78,New,Technology,2,3,4,4,1,4,2,4,4,0,0,Not Satisfied
13754,230Q296n,Female,Not Premium,23.0,120.76,New,Technology,0,2,5,4,5,4,5,5,5,0,0,Satisfied
13755,148Q174b,Male,Not Premium,36.0,35.02,New,Entertainment,3,2,3,5,3,4,5,5,3,0,0,Not Satisfied
13756,330I491x,Male,Premium,,44.26,New,Entertainment,4,3,2,3,2,4,2,5,2,0,0,Satisfied
13757,951K4e56,Female,Premium,45.0,16.88,New,Technology,0,1,4,5,5,5,5,5,3,0,0,Satisfied
13758,447G26z7,Male,Premium,68.0,56.53,New,Home/Kitchen,4,3,4,2,2,2,4,2,4,0,0,Not Satisfied
13759,948B528q,Female,Premium,,38.9,New,Technology,2,4,3,2,4,3,2,4,3,0,0,Satisfied
13760,707A886p,Female,Premium,,77.81,New,Other,4,3,2,2,4,4,4,4,2,0,0,Not Satisfied
13761,290K461o,Female,Not Premium,36.0,14.15,New,Technology,2,2,4,5,2,3,4,4,4,2,3,Not Satisfied
13762,751U671v,Female,Premium,43.0,211.67,New,Entertainment,0,4,4,4,0,4,4,4,1,0,0,Not Satisfied
13763,749T314q,Female,Premium,35.0,31.69,New,Entertainment,5,5,1,3,2,4,5,4,1,0,0,Not Satisfied
13764,541D636e,Male,Premium,58.0,98.78,New,Technology,3,3,2,5,3,2,1,5,3,0,0,Not Satisfied
13765,561U886p,Female,Premium,68.0,116.23,New,Entertainment,4,3,2,4,4,4,3,5,2,0,0,Not Satisfied
13766,836V284q,Male,Premium,59.0,39.95,New,Other,5,5,4,4,4,4,1,4,1,0,0,Not Satisfied
13767,646Y803t,Male,Premium,53.0,144.16,New,Home/Kitchen,2,2,5,5,5,5,4,5,3,0,0,Satisfied
13768,323T358g,Male,Premium,48.0,75.4,New,Technology,4,4,5,4,4,4,5,4,5,0,0,Satisfied
13769,604G531e,Female,Premium,40.0,211.29,New,Technology,4,4,4,5,5,5,5,5,4,0,0,Satisfied
13770,345X528v,Male,Premium,38.0,29.68,New,Entertainment,4,4,5,3,3,3,2,3,3,0,0,Not Satisfied
13771,278K874g,Female,Not Premium,,130.22,New,Technology,0,4,2,2,2,4,4,4,2,0,0,Not Satisfied
13772,697U347q,Male,Premium,35.0,267.16,New,Technology,5,5,4,2,2,2,4,2,4,0,0,Satisfied
13773,589R585f,Female,Premium,48.0,125.67,New,Technology,5,4,5,5,4,3,4,5,5,0,0,Not Satisfied
13774,059M883d,Female,Premium,38.0,83.39,New,Sport,4,2,1,3,3,5,3,5,1,0,0,Not Satisfied
13775,937I571m,Male,Premium,,311.58,New,Home/Kitchen,2,2,2,2,1,3,2,4,2,0,0,Not Satisfied
13776,472G340a,Male,Premium,54.0,163.43,New,Entertainment,5,5,3,4,4,4,4,4,3,0,0,Satisfied
13777,985Z997k,Female,Premium,39.0,78.33,New,Technology,4,3,4,5,0,5,1,5,2,0,0,Satisfied
13778,196E335m,Male,Not Premium,,55.86,New,Home/Kitchen,3,3,3,3,1,4,3,4,3,0,0,Not Satisfied
13779,385F945x,Male,Premium,62.0,113.3,New,Home/Kitchen,5,5,5,3,3,3,5,3,4,0,0,Not Satisfied
13780,640N394u,Female,Premium,58.0,61.22,New,Entertainment,4,3,2,2,5,4,1,5,2,0,0,Not Satisfied
13781,321F3m15,Female,Premium,48.0,300.56,New,Home/Kitchen,2,2,3,2,2,2,5,2,3,1,1,Satisfied
13782,361A739g,Male,Premium,45.0,37.98,New,Sport,5,3,2,4,3,4,4,4,5,0,0,Not Satisfied
13783,077A818w,Female,Premium,60.0,34.21,New,Entertainment,3,3,2,5,5,5,5,5,5,0,0,Satisfied
13784,587D930n,Female,Premium,49.0,172.0,New,Home/Kitchen,2,2,2,1,5,2,4,3,2,0,0,Not Satisfied
13785,173F199q,Female,Premium,,78.8,New,Technology,4,1,4,5,2,1,5,5,4,0,0,Not Satisfied
13786,687E850e,Male,Not Premium,33.0,41.7,New,Entertainment,2,1,5,3,3,5,4,4,5,0,0,Not Satisfied
13787,014N153p,Female,Premium,19.0,221.05,New,Technology,4,1,3,2,5,5,4,3,4,0,0,Not Satisfied
13788,841W744o,Female,Premium,39.0,50.76,New,Entertainment,1,1,5,5,5,5,3,5,4,0,0,Satisfied
13789,494N694y,Female,Premium,55.0,130.96,New,Technology,3,3,3,4,4,4,3,4,4,0,0,Satisfied
13790,465S280f,Male,Premium,40.0,205.13,New,Entertainment,1,1,4,4,4,4,2,4,5,1,1,Satisfied
13791,993E85w7,Male,Not Premium,22.0,93.0,Used,Home/Kitchen,3,3,4,3,3,2,4,3,4,0,0,Satisfied
13792,487P84i1,Male,Premium,44.0,309.83,New,Entertainment,3,3,5,4,4,4,4,4,5,0,0,Satisfied
13793,920F872j,Female,Premium,49.0,250.18,New,Entertainment,2,2,5,5,5,4,5,5,5,0,0,Satisfied
13794,262F481c,Male,Premium,50.0,232.79,New,Entertainment,1,1,2,1,3,3,2,4,2,0,0,Not Satisfied
13795,745W608t,Female,Premium,40.0,149.1,New,Entertainment,3,3,3,3,2,3,2,2,3,0,0,Not Satisfied
13796,937Z523i,Male,Premium,44.0,41.07,New,Technology,5,5,3,5,5,5,5,5,3,0,0,Satisfied
13797,880I284j,Female,Premium,44.0,186.58,New,Home/Kitchen,4,3,4,1,2,5,4,5,4,0,0,Not Satisfied
13798,533S204x,Male,Premium,54.0,261.01,New,Entertainment,5,5,1,3,3,3,4,3,1,0,0,Not Satisfied
13799,985Q704k,Male,Premium,32.0,71.72,New,Sport,3,1,4,1,2,1,3,2,4,0,0,Not Satisfied
13800,202D577f,Female,Not Premium,22.0,61.41,New,Technology,3,1,2,4,5,2,5,2,2,0,0,Satisfied
13801,546G917v,Male,Premium,33.0,284.02,New,Entertainment,5,5,5,4,4,4,2,4,4,0,0,Not Satisfied
13802,916A151x,Male,Premium,,95.72,New,Entertainment,5,4,1,5,4,4,3,5,1,0,0,Not Satisfied
13803,567C349a,Male,Premium,30.0,17.0,Used,Technology,1,1,3,4,3,2,1,2,3,0,0,Not Satisfied
13804,712E41t8,Male,Premium,45.0,271.43,New,Technology,2,2,5,5,4,5,5,5,3,0,0,Satisfied
13805,548B13l2,Male,Not Premium,23.0,16.5,New,Technology,0,1,5,2,4,3,4,4,5,0,0,Satisfied
13806,519S953l,Male,Premium,49.0,161.26,New,Technology,3,3,3,3,3,3,2,3,3,0,0,Satisfied
13807,072Q46m7,Male,Premium,47.0,49.92,New,Technology,5,5,3,3,2,3,2,3,3,0,0,Not Satisfied
13808,660P389a,Male,Premium,49.0,89.86,New,Home/Kitchen,2,4,1,1,3,1,4,1,4,0,0,Not Satisfied
13809,324M171o,Male,Premium,38.0,58.98,New,Technology,3,3,2,5,5,5,5,5,3,0,0,Satisfied
13810,706B84s4,Female,Premium,,30.68,New,Entertainment,2,3,2,4,2,4,1,4,2,0,0,Not Satisfied
13811,444R440a,Female,Premium,39.0,37.86,New,Technology,5,5,4,5,5,5,5,5,5,0,0,Satisfied
13812,032C529u,Female,Premium,61.0,38.67,New,Home/Kitchen,4,3,4,4,5,4,3,5,4,0,0,Not Satisfied
13813,401K12l3,Male,Premium,47.0,98.24,New,Technology,4,4,2,2,2,2,4,2,4,0,0,Not Satisfied
13814,675H475h,Male,Premium,50.0,261.97,New,Entertainment,1,1,2,4,4,4,5,4,4,0,0,Satisfied
13815,253G339c,Female,Premium,47.0,211.2,New,Technology,2,2,5,3,3,3,2,3,4,0,0,Not Satisfied
13816,893J693n,Female,Premium,43.0,75.39,New,Entertainment,3,4,4,3,2,1,2,5,4,0,0,Not Satisfied
13817,136R459q,Female,Premium,36.0,44.01,New,Technology,2,2,3,4,4,4,5,4,3,0,0,Satisfied
13818,704I410e,Female,Premium,33.0,191.05,New,Home/Kitchen,2,2,5,4,3,4,5,4,5,0,0,Satisfied
13819,488Q506n,Male,Premium,43.0,51.47,New,Technology,3,4,1,2,2,2,1,2,2,0,0,Not Satisfied
13820,460Q904a,Female,Not Premium,40.0,27.87,New,Entertainment,1,5,4,4,2,4,4,4,4,0,0,Not Satisfied
13821,654Q385d,Male,Premium,53.0,49.39,New,Technology,4,3,3,4,5,4,3,4,3,0,0,Satisfied
13822,355Z486r,Male,Not Premium,23.0,87.1,New,Sport,3,4,4,2,5,4,2,3,4,0,0,Not Satisfied
13823,411G242q,Female,Premium,49.0,84.55,New,Entertainment,5,5,4,1,1,4,3,4,4,0,0,Not Satisfied
13824,841M18z4,Male,Not Premium,21.0,36.76,New,Entertainment,0,3,1,3,5,5,4,5,1,0,0,Not Satisfied
13825,536E422e,Male,Premium,55.0,139.89,New,Sport,5,2,5,1,5,4,5,1,4,0,0,Satisfied
13826,233J720d,Male,Premium,58.0,38.42,New,Technology,4,4,3,4,2,4,3,4,3,0,0,Not Satisfied
13827,279G162x,Female,Not Premium,35.0,106.53,New,Technology,2,4,3,4,1,3,1,3,3,0,0,Not Satisfied
13828,545I986e,Female,Premium,59.0,82.3,New,Technology,1,3,4,1,3,3,4,2,4,0,0,Not Satisfied
13829,322M394g,Female,Premium,51.0,14.5,New,Home/Kitchen,5,5,4,4,4,4,4,4,1,0,0,Satisfied
13830,908G896f,Male,Premium,31.0,298.52,New,Entertainment,2,2,2,4,1,2,4,3,2,0,0,Satisfied
13831,295V335h,Female,Premium,73.0,33.44,New,Technology,1,1,4,5,1,3,4,4,4,0,0,Satisfied
13832,312F207a,Male,Not Premium,39.0,131.55,New,Entertainment,4,1,2,3,4,5,5,5,2,0,0,Satisfied
13833,131E906p,Female,Premium,43.0,138.18,New,Technology,5,2,1,3,4,5,5,4,1,0,0,Not Satisfied
13834,438N269w,Female,Premium,43.0,122.96,New,Entertainment,3,3,3,5,5,5,5,5,4,0,0,Satisfied
13835,202C704q,Female,Premium,52.0,125.13,New,Technology,2,2,4,4,4,4,5,4,4,0,0,Satisfied
13836,835M902x,Male,Premium,47.0,37.44,New,Technology,5,3,5,1,4,1,3,1,5,0,0,Not Satisfied
13837,677D714j,Female,Premium,24.0,20.29,New,Technology,4,1,2,3,2,4,5,4,2,0,0,Not Satisfied
13838,345K162w,Female,Premium,34.0,172.48,New,Entertainment,4,4,5,4,4,4,4,4,3,0,0,Not Satisfied
13839,642Z185m,Female,Premium,49.0,109.12,New,Entertainment,2,2,1,1,5,3,4,3,1,0,0,Not Satisfied
13840,849J365w,Male,Not Premium,37.0,55.72,New,Technology,4,4,1,1,5,4,1,3,1,0,0,Not Satisfied
13841,092W692j,Female,Premium,33.0,300.34,New,Sport,4,4,5,3,2,4,3,5,5,0,0,Satisfied
13842,056O146i,Male,Premium,29.0,235.41,New,Technology,5,5,4,3,3,4,4,4,4,0,0,Satisfied
13843,907M579h,Male,Premium,33.0,25.52,New,Technology,1,1,5,3,1,3,4,3,5,0,0,Satisfied
13844,465D448f,Male,Premium,27.0,13.9,New,Home/Kitchen,5,3,4,3,4,5,4,5,4,0,0,Not Satisfied
13845,166M616t,Male,Not Premium,33.0,14.11,New,Entertainment,5,4,4,5,3,3,3,4,4,1,1,Not Satisfied
13846,478C714t,Male,Premium,56.0,105.62,New,Technology,5,2,3,4,3,4,5,4,3,0,0,Not Satisfied
13847,637X726u,Female,Not Premium,39.0,91.32,Used,Sport,3,1,5,5,5,5,4,4,5,0,0,Not Satisfied
13848,578P612n,Female,Premium,21.0,125.77,New,Home/Kitchen,3,3,4,4,3,5,4,3,4,0,0,Satisfied
13849,750A470m,Female,Premium,40.0,48.51,New,Technology,4,4,3,2,2,4,2,4,3,0,0,Not Satisfied
13850,675V314y,Female,Premium,49.0,193.82,New,Sport,0,3,2,5,5,5,3,5,5,0,0,Satisfied
13851,827H580m,Male,Premium,54.0,8.6,New,Entertainment,4,4,5,3,3,3,4,3,3,0,0,Not Satisfied
13852,377H548e,Male,Premium,57.0,367.31,New,Sport,3,3,4,2,2,2,4,2,3,0,0,Not Satisfied
13853,420P4n82,Male,Premium,,59.47,New,Entertainment,5,1,1,5,2,2,3,3,1,0,0,Not Satisfied
13854,713T200m,Male,Premium,33.0,11.3,New,Entertainment,5,4,5,1,5,2,4,3,5,0,0,Not Satisfied
13855,994D103o,Female,Premium,50.0,270.14,New,Technology,1,1,3,4,4,4,4,4,5,0,0,Satisfied
13856,050G295t,Male,Premium,66.0,105.6,New,Technology,5,3,2,3,2,3,4,3,5,0,0,Not Satisfied
13857,903T12q9,Male,Premium,27.0,53.67,New,Home/Kitchen,3,3,3,4,4,4,5,4,3,0,0,Satisfied
13858,631B363u,Male,Premium,,77.8,New,Entertainment,4,3,1,5,4,4,3,4,1,0,0,Not Satisfied
13859,975C181b,Female,Premium,18.0,107.43,New,Entertainment,5,1,4,3,3,4,2,1,4,0,0,Satisfied
13860,402K695i,Female,Premium,56.0,292.6,New,Other,2,2,3,3,3,3,4,3,2,0,0,Not Satisfied
13861,551M133t,Male,Premium,30.0,256.05,New,Technology,3,3,2,3,3,3,2,3,2,0,0,Satisfied
13862,669D796x,Female,Premium,43.0,59.42,New,Technology,5,5,3,1,4,4,4,4,3,0,0,Not Satisfied
13863,807P608i,Male,Premium,54.0,51.57,New,Entertainment,1,4,3,2,2,5,4,2,3,0,0,Not Satisfied
13864,715G389r,Female,Premium,49.0,348.99,New,Sport,4,4,2,4,4,4,4,4,4,0,0,Satisfied
13865,604S287r,Male,Premium,66.0,45.7,New,Technology,4,4,3,1,2,1,4,1,3,0,0,Not Satisfied
13866,843I746w,Female,Premium,41.0,73.45,New,Home/Kitchen,5,5,5,1,3,4,2,1,5,0,0,Satisfied
13867,103W433r,Male,Not Premium,43.0,237.76,New,Home/Kitchen,3,1,5,4,5,5,3,4,5,0,0,Satisfied
13868,586L901e,Female,Premium,42.0,324.19,New,Technology,4,4,2,4,4,4,5,4,3,0,0,Satisfied
13869,812T549u,Female,Not Premium,,67.33,New,Sport,4,4,2,1,2,4,4,3,2,0,0,Satisfied
13870,902J302o,Male,Premium,39.0,15.97,New,Entertainment,3,4,5,4,2,4,2,4,5,0,0,Not Satisfied
13871,904S756c,Male,Premium,,40.9,New,Technology,3,3,4,3,5,2,4,4,4,0,0,Not Satisfied
13872,683D958b,Male,Premium,43.0,209.6,New,Technology,5,5,2,2,2,2,4,2,2,0,0,Not Satisfied
13873,300E945f,Male,Premium,20.0,35.73,New,Technology,4,4,3,4,4,3,3,4,3,0,0,Not Satisfied
13874,498W43h8,Male,Premium,56.0,161.24,New,Other,3,3,2,3,3,3,1,3,4,0,0,Not Satisfied
13875,863F871k,Male,Premium,,146.21,New,Entertainment,5,1,5,3,2,5,4,4,5,0,0,Not Satisfied
13876,019R859z,Female,Premium,36.0,329.14,New,Sport,2,2,1,4,4,4,2,4,2,0,0,Satisfied
13877,396P410l,Female,Not Premium,27.0,104.84,New,Entertainment,4,4,1,2,5,4,3,4,1,0,0,Not Satisfied
13878,882O76l1,Male,Not Premium,22.0,45.33,New,Technology,4,4,5,5,2,5,3,5,5,0,0,Satisfied
13879,301F483c,Male,Premium,59.0,60.63,New,Technology,3,3,3,3,4,3,3,3,4,0,0,Satisfied
13880,095X497a,Female,Premium,42.0,33.19,New,Technology,5,5,5,5,5,5,3,5,3,0,0,Satisfied
13881,015L2t45,Female,Not Premium,,116.34,New,Entertainment,0,3,3,3,5,5,5,4,3,0,0,Not Satisfied
13882,637F775a,Female,Premium,25.0,95.37,New,Entertainment,5,2,2,2,2,2,3,5,2,1,1,Not Satisfied
13883,449D466n,Male,Premium,36.0,103.87,New,Technology,3,3,3,4,4,4,3,4,5,0,0,Satisfied
13884,276V293z,Female,Premium,30.0,298.17,New,Entertainment,2,2,4,3,5,5,3,5,4,0,0,Satisfied
13885,984P930s,Female,Premium,35.0,30.18,New,Entertainment,1,1,4,1,4,3,5,5,4,0,0,Satisfied
13886,202Y76s5,Male,Premium,46.0,184.73,New,Entertainment,2,2,2,4,4,4,4,4,3,1,1,Satisfied
13887,565Y829w,Female,Premium,41.0,245.89,New,Home/Kitchen,4,4,4,4,4,5,4,4,5,0,0,Satisfied
13888,813V707y,Female,Premium,39.0,18.97,New,Entertainment,4,4,5,5,2,5,5,5,5,1,0,Not Satisfied
13889,162P79v9,Female,Premium,47.0,205.26,New,Sport,4,4,5,5,5,5,5,5,4,0,0,Satisfied
13890,112G730p,Male,Premium,19.0,61.34,New,Entertainment,5,1,3,5,4,5,3,4,3,0,0,Satisfied
13891,515K869q,Male,Premium,41.0,41.05,New,Technology,4,1,4,3,5,5,4,5,4,0,0,Not Satisfied
13892,971A561f,Male,Premium,28.0,66.2,New,Entertainment,5,1,2,3,3,4,5,4,2,0,0,Not Satisfied
13893,013N640y,Male,Premium,46.0,74.09,New,Sport,1,1,5,2,2,2,3,2,2,0,0,Not Satisfied
13894,218L512i,Male,Premium,41.0,180.23,New,Other,4,4,3,3,4,3,3,3,4,0,0,Satisfied
13895,744W973h,Female,Premium,23.0,221.58,New,Entertainment,3,4,1,3,3,4,4,4,1,0,0,Not Satisfied
13896,551P902z,Female,Not Premium,23.0,88.61,New,Technology,3,3,1,3,3,3,1,4,1,1,0,Not Satisfied
13897,822N521y,Male,Premium,52.0,23.87,New,Entertainment,3,4,2,1,2,1,5,1,2,0,0,Not Satisfied
13898,386D142w,Female,Premium,38.0,392.56,New,Entertainment,1,5,4,3,4,4,5,4,5,3,3,Satisfied
13899,359U582m,Female,Premium,25.0,20.5,New,Entertainment,5,5,3,1,2,5,1,2,3,0,0,Not Satisfied
13900,988C273m,Female,Premium,35.0,21.45,New,Entertainment,1,4,5,4,4,3,4,4,5,0,0,Not Satisfied
13901,452D35s7,Male,Premium,51.0,104.31,New,Entertainment,4,4,4,4,4,4,5,4,5,0,0,Satisfied
13902,422F994i,Female,Premium,63.0,27.2,New,Technology,4,2,3,4,4,4,5,4,3,0,0,Not Satisfied
13903,009U882y,Female,Premium,43.0,31.38,New,Entertainment,5,5,2,1,2,4,1,4,2,0,0,Not Satisfied
13904,010I42z5,Male,Premium,33.0,81.29,New,Technology,5,3,2,3,4,5,3,5,2,0,0,Not Satisfied
13905,600D648j,Female,Premium,66.0,93.91,New,Entertainment,5,4,4,5,2,5,5,4,4,0,0,Not Satisfied
13906,228B934f,Female,Premium,57.0,35.41,New,Entertainment,1,1,4,5,5,4,4,3,4,0,0,Satisfied
13907,200X895q,Male,Premium,58.0,156.13,New,Sport,4,5,3,2,2,2,5,2,4,0,0,Not Satisfied
13908,537D863t,Female,Not Premium,36.0,81.45,New,Technology,2,2,2,3,2,1,5,3,2,0,0,Not Satisfied
13909,086V327e,Male,Premium,32.0,162.24,Used,Technology,5,1,5,4,2,3,4,5,5,0,0,Not Satisfied
13910,141W313w,Male,Not Premium,20.0,25.67,New,Home/Kitchen,4,2,5,5,4,4,3,4,5,1,1,Not Satisfied
13911,118Q176k,Male,Premium,20.0,106.66,New,Entertainment,5,1,3,4,2,4,5,4,3,0,0,Satisfied
13912,663G879j,Male,Premium,31.0,247.88,New,Sport,4,3,2,2,5,4,1,4,1,0,0,Not Satisfied
13913,682W99p4,Female,Premium,18.0,20.06,New,Entertainment,4,3,3,5,4,4,5,4,3,0,0,Not Satisfied
13914,336A466f,Male,Premium,60.0,95.71,New,Technology,2,2,5,4,4,4,4,4,4,0,0,Satisfied
13915,640A794s,Female,Premium,24.0,31.9,New,Entertainment,3,1,5,3,3,2,1,3,5,0,0,Not Satisfied
13916,565A18z2,Female,Premium,49.0,45.16,New,Home/Kitchen,4,4,4,4,2,4,5,4,4,0,0,Not Satisfied
13917,385M204k,Male,Premium,22.0,33.39,New,Technology,5,2,3,5,4,4,3,5,3,0,0,Not Satisfied
13918,489K15o2,Male,Premium,52.0,21.46,New,Technology,2,2,4,5,5,5,4,5,5,0,1,Satisfied
13919,630Q179l,Female,Not Premium,22.0,45.38,New,Sport,5,3,5,3,5,4,5,5,5,1,1,Not Satisfied
13920,615I824z,Female,Not Premium,46.0,134.45,New,Technology,3,3,1,5,4,5,4,4,1,0,0,Not Satisfied
13921,310L759w,Female,Not Premium,30.0,59.71,New,Entertainment,4,3,2,5,1,4,1,3,2,0,0,Not Satisfied
13922,270C196e,Male,Premium,52.0,143.55,Used,Entertainment,1,1,3,5,5,5,4,5,4,0,0,Satisfied
13923,159Y855u,Male,Premium,41.0,92.87,New,Entertainment,3,3,5,4,4,4,3,4,1,0,0,Not Satisfied
13924,169M76s8,Male,Not Premium,42.0,12.27,New,Technology,2,3,2,5,4,4,5,4,2,0,0,Not Satisfied
13925,649W102e,Female,Premium,57.0,246.13,New,Entertainment,5,5,2,5,5,5,3,5,4,0,0,Satisfied
13926,046S840j,Female,Premium,28.0,42.0,New,Home/Kitchen,2,3,4,2,2,3,2,3,4,0,0,Not Satisfied
13927,280S370t,Female,Premium,45.0,233.35,New,Technology,1,1,4,4,5,5,4,4,4,1,1,Satisfied
13928,348W637l,Female,Premium,34.0,188.79,New,Home/Kitchen,1,1,3,5,5,5,4,5,4,0,0,Satisfied
13929,005L449x,Male,Not Premium,26.0,52.19,New,Technology,0,3,1,4,5,2,1,2,1,0,0,Not Satisfied
13930,007G600g,Female,Premium,64.0,395.55,New,Home/Kitchen,1,1,3,5,5,5,1,5,2,0,0,Satisfied
13931,082V415w,Male,Premium,54.0,93.17,New,Technology,4,2,3,4,3,4,2,4,3,0,0,Not Satisfied
13932,595N580h,Female,Not Premium,24.0,25.27,New,Home/Kitchen,0,2,4,5,2,5,4,5,4,0,0,Satisfied
13933,414N615l,Female,Premium,,114.37,New,Technology,3,3,4,4,4,5,4,5,4,0,0,Satisfied
13934,893E131y,Male,Premium,68.0,397.91,New,Entertainment,1,1,5,4,4,2,1,4,1,0,0,Not Satisfied
13935,553M135k,Male,Premium,26.0,70.29,New,Entertainment,4,5,3,2,3,3,1,3,3,0,0,Not Satisfied
13936,624L119b,Female,Not Premium,18.0,88.48,New,Technology,4,1,4,4,5,4,3,4,4,0,0,Satisfied
13937,554O747q,Female,Not Premium,,72.23,New,Entertainment,2,2,3,1,5,1,1,1,3,0,1,Not Satisfied
13938,581A647b,Male,Premium,29.0,159.42,New,Technology,4,3,3,3,2,4,4,4,3,0,0,Not Satisfied
13939,755H265j,Female,Premium,25.0,352.12,New,Entertainment,4,4,3,4,5,4,2,4,3,0,0,Not Satisfied
13940,769E645c,Male,Premium,55.0,54.0,New,Entertainment,5,5,1,1,1,1,3,1,3,1,1,Not Satisfied
13941,695T510o,Female,Premium,36.0,168.28,New,Other,4,4,2,3,3,3,2,3,4,0,0,Not Satisfied
13942,940N292j,Male,Not Premium,26.0,154.86,New,Entertainment,3,2,5,1,5,2,3,3,5,0,0,Not Satisfied
13943,216E40q5,Male,Not Premium,39.0,18.4,New,Home/Kitchen,3,3,2,3,3,4,2,3,2,0,0,Not Satisfied
13944,926J690n,Female,Not Premium,34.0,49.9,New,Sport,1,5,4,3,3,4,5,4,4,0,0,Not Satisfied
13945,473U728b,Male,Premium,20.0,272.26,Used,Technology,3,3,4,5,4,4,3,5,4,0,0,Satisfied
13946,542K366q,Female,Premium,63.0,136.93,New,Entertainment,4,4,3,4,5,4,3,4,3,0,0,Not Satisfied
13947,573Q255l,Male,Premium,41.0,133.36,New,Entertainment,1,1,4,5,5,5,4,5,5,0,0,Satisfied
13948,930A999l,Male,Premium,45.0,37.83,New,Entertainment,4,3,2,5,5,5,4,5,3,1,1,Not Satisfied
13949,018J966g,Male,Premium,72.0,84.21,New,Technology,1,1,5,5,5,5,5,5,5,0,0,Satisfied
